5/24/2021,17:55:56,9,3351.2334,N,7757.8271,W,600
5/24/2021,17:55:58,11,3351.2346,N,7757.8320,W,551
5/24/2021,17:56:00,13,3351.2339,N,7757.8330,W,414
5/24/2021,17:56:03,15,3351.2332,N,7757.8350,W,388
5/24/2021,17:56:05,17,3351.2329,N,7757.8345,W,487
5/24/2021,17:56:07,19,3351.2327,N,7757.8345,W,594
5/24/2021,17:56:09,21,3351.2324,N,7757.8345,W,617
5/24/2021,17:56:11,23,3351.2327,N,7757.8354,W,620
5/24/2021,17:56:13,25,3351.2324,N,7757.8359,W,622
5/24/2021,17:56:15,27,3351.2324,N,7757.8364,W,614
5/24/2021,17:56:17,29,3351.2327,N,7757.8369,W,614
5/24/2021,17:56:19,31,3351.2324,N,7757.8379,W,614
5/24/2021,17:56:21,33,3351.2324,N,7757.8379,W,611
5/24/2021,17:56:23,35,3351.2322,N,7757.8374,W,663
5/24/2021,17:56:25,37,3351.2322,N,7757.8369,W,721
5/24/2021,17:56:27,39,3351.2327,N,7757.8364,W,543
5/24/2021,17:56:29,41,3351.2327,N,7757.8359,W,527
5/24/2021,17:56:31,43,3351.2327,N,7757.8359,W,455
5/24/2021,17:56:33,45,3351.2327,N,7757.8354,W,469
5/24/2021,17:56:35,47,3351.2329,N,7757.8350,W,205
5/24/2021,17:56:37,49,3351.2329,N,7757.8350,W,285
5/24/2021,17:56:39,51,3351.2329,N,7757.8345,W,396
5/24/2021,17:56:41,53,3351.2329,N,7757.8340,W,484
5/24/2021,17:56:43,55,3351.2329,N,7757.8345,W,352
5/24/2021,17:56:45,57,3351.2329,N,7757.8345,W,328
5/24/2021,17:56:47,59,3351.2329,N,7757.8345,W,337
5/24/2021,17:56:49,61,3351.2329,N,7757.8345,W,404
5/24/2021,17:56:51,63,3351.2329,N,7757.8345,W,467
5/24/2021,17:56:53,65,3351.2329,N,7757.8345,W,470
5/24/2021,17:56:55,67,3351.2329,N,7757.8345,W,513
5/24/2021,17:56:57,69,3351.2329,N,7757.8350,W,523
5/24/2021,17:56:59,71,3351.2327,N,7757.8354,W,526
5/24/2021,17:57:01,73,3351.2327,N,7757.8350,W,549
5/24/2021,17:57:03,75,3351.2327,N,7757.8340,W,549
5/24/2021,17:57:05,77,3351.2329,N,7757.8340,W,591
5/24/2021,17:57:07,79,3351.2329,N,7757.8340,W,551
5/24/2021,17:57:09,81,3351.2329,N,7757.8340,W,564
5/24/2021,17:57:11,83,3351.2329,N,7757.8335,W,568
5/24/2021,17:57:13,85,3351.2329,N,7757.8335,W,570
5/24/2021,17:57:15,87,3351.2332,N,7757.8335,W,628
5/24/2021,17:57:17,89,3351.2334,N,7757.8335,W,636
5/24/2021,17:57:19,91,3351.2336,N,7757.8335,W,586
5/24/2021,17:57:21,93,3351.2336,N,7757.8330,W,577
5/24/2021,17:57:23,95,3351.2334,N,7757.8325,W,559
5/24/2021,17:57:25,97,3351.2334,N,7757.8325,W,604
5/24/2021,17:57:27,99,3351.2334,N,7757.8325,W,610
5/24/2021,17:57:29,101,3351.2332,N,7757.8330,W,543
5/24/2021,17:57:31,103,3351.2332,N,7757.8330,W,604
5/24/2021,17:57:33,105,3351.2332,N,7757.8325,W,563
5/24/2021,17:57:35,107,3351.2332,N,7757.8325,W,555
5/24/2021,17:57:37,109,3351.2329,N,7757.8325,W,535
5/24/2021,17:57:39,111,3351.2327,N,7757.8325,W,557
5/24/2021,17:57:41,113,3351.2324,N,7757.8325,W,570
5/24/2021,17:57:43,115,3351.2324,N,7757.8325,W,589
5/24/2021,17:57:45,117,3351.2324,N,7757.8325,W,579
5/24/2021,17:57:47,119,3351.2322,N,7757.8325,W,588
5/24/2021,17:57:49,121,3351.2322,N,7757.8330,W,621
5/24/2021,17:57:51,123,3351.2324,N,7757.8330,W,529
5/24/2021,17:57:53,125,3351.2327,N,7757.8325,W,572
5/24/2021,17:57:55,127,3351.2324,N,7757.8330,W,586
5/24/2021,17:57:57,129,3351.2324,N,7757.8330,W,599
5/24/2021,17:57:59,131,3351.2324,N,7757.8330,W,589
5/24/2021,17:58:01,133,3351.2324,N,7757.8330,W,533
5/24/2021,17:58:03,135,3351.2324,N,7757.8335,W,539
5/24/2021,17:58:05,137,3351.2324,N,7757.8335,W,549
5/24/2021,17:58:07,139,3351.2324,N,7757.8335,W,590
5/24/2021,17:58:09,141,3351.2324,N,7757.8335,W,580
5/24/2021,17:58:11,143,3351.2324,N,7757.8335,W,588
5/24/2021,17:58:13,145,3351.2327,N,7757.8335,W,589
5/24/2021,17:58:15,147,3351.2327,N,7757.8335,W,544
5/24/2021,17:58:17,149,3351.2327,N,7757.8335,W,768
5/24/2021,17:58:19,151,3351.2329,N,7757.8340,W,874
5/24/2021,17:58:21,153,3351.2332,N,7757.8340,W,830
5/24/2021,17:58:23,155,3351.2332,N,7757.8340,W,761
5/24/2021,17:58:25,157,3351.2332,N,7757.8340,W,726
5/24/2021,17:58:27,159,3351.2332,N,7757.8340,W,662
5/24/2021,17:58:29,161,3351.2334,N,7757.8340,W,624
5/24/2021,17:58:31,163,3351.2334,N,7757.8340,W,612
5/24/2021,17:58:33,165,3351.2334,N,7757.8340,W,601
5/24/2021,17:58:35,167,3351.2334,N,7757.8340,W,591
5/24/2021,17:58:37,169,3351.2334,N,7757.8340,W,583
5/24/2021,17:58:39,171,3351.2334,N,7757.8340,W,592
5/24/2021,17:58:41,173,3351.2334,N,7757.8335,W,587
5/24/2021,17:58:43,175,3351.2332,N,7757.8335,W,577
5/24/2021,17:58:45,177,3351.2332,N,7757.8335,W,580
5/24/2021,17:58:47,179,3351.2329,N,7757.8330,W,575
5/24/2021,17:58:49,181,3351.2329,N,7757.8330,W,579
5/24/2021,17:58:51,183,3351.2329,N,7757.8330,W,580
5/24/2021,17:58:53,185,3351.2329,N,7757.8325,W,577
5/24/2021,17:58:55,187,3351.2329,N,7757.8325,W,583
5/24/2021,17:58:57,189,3351.2329,N,7757.8325,W,582
5/24/2021,17:58:59,191,3351.2329,N,7757.8325,W,581
5/24/2021,17:59:01,193,3351.2329,N,7757.8320,W,582
5/24/2021,17:59:03,195,3351.2329,N,7757.8320,W,581
5/24/2021,17:59:05,197,3351.2332,N,7757.8320,W,582
5/24/2021,17:59:07,199,3351.2332,N,7757.8320,W,582
5/24/2021,17:59:09,201,3351.2329,N,7757.8315,W,582
5/24/2021,17:59:11,203,3351.2329,N,7757.8315,W,582
5/24/2021,17:59:13,205,3351.2329,N,7757.8315,W,582
5/24/2021,17:59:15,207,3351.2327,N,7757.8315,W,582
5/24/2021,17:59:17,209,3351.2327,N,7757.8315,W,582
5/24/2021,17:59:19,211,3351.2327,N,7757.8315,W,587
5/24/2021,17:59:21,213,3351.2327,N,7757.8315,W,588
5/24/2021,17:59:23,215,3351.2327,N,7757.8315,W,589
5/24/2021,17:59:25,217,3351.2329,N,7757.8315,W,596
5/24/2021,17:59:27,219,3351.2329,N,7757.8311,W,594
5/24/2021,17:59:29,221,3351.2329,N,7757.8311,W,616
5/24/2021,17:59:31,223,3351.2329,N,7757.8311,W,616
5/24/2021,17:59:33,225,3351.2329,N,7757.8311,W,621
5/24/2021,17:59:35,227,3351.2329,N,7757.8311,W,622
5/24/2021,17:59:37,229,3351.2329,N,7757.8311,W,622
5/24/2021,17:59:39,231,3351.2329,N,7757.8311,W,622
5/24/2021,17:59:41,233,3351.2329,N,7757.8311,W,620
5/24/2021,17:59:43,235,3351.2329,N,7757.8311,W,619
5/24/2021,17:59:45,237,3351.2329,N,7757.8311,W,619
5/24/2021,17:59:47,239,3351.2332,N,7757.8311,W,615
5/24/2021,17:59:49,241,3351.2332,N,7757.8311,W,609
5/24/2021,17:59:51,243,3351.2332,N,7757.8311,W,626
5/24/2021,17:59:53,245,3351.2334,N,7757.8311,W,633
5/24/2021,17:59:55,247,3351.2334,N,7757.8311,W,586
5/24/2021,17:59:57,249,3351.2334,N,7757.8311,W,655
5/24/2021,17:59:59,251,3351.2334,N,7757.8311,W,681
5/24/2021,18:00:01,253,3351.2334,N,7757.8311,W,635
5/24/2021,18:00:03,255,3351.2334,N,7757.8311,W,589
5/24/2021,18:00:05,257,3351.2334,N,7757.8306,W,602
5/24/2021,18:00:07,259,3351.2332,N,7757.8306,W,607
5/24/2021,18:00:09,261,3351.2332,N,7757.8306,W,622
5/24/2021,18:00:11,263,3351.2329,N,7757.8306,W,544
5/24/2021,18:00:13,265,3351.2329,N,7757.8301,W,654
5/24/2021,18:00:15,267,3351.2329,N,7757.8301,W,646
5/24/2021,18:00:17,269,3351.2329,N,7757.8301,W,645
5/24/2021,18:00:19,271,3351.2329,N,7757.8301,W,641
5/24/2021,18:00:21,273,3351.2329,N,7757.8301,W,638
5/24/2021,18:00:23,275,3351.2329,N,7757.8301,W,637
5/24/2021,18:00:25,277,3351.2329,N,7757.8301,W,625
5/24/2021,18:00:27,279,3351.2329,N,7757.8306,W,623
5/24/2021,18:00:29,281,3351.2332,N,7757.8301,W,621
5/24/2021,18:00:31,283,3351.2332,N,7757.8301,W,606
5/24/2021,18:00:33,285,3351.2334,N,7757.8301,W,613
5/24/2021,18:00:35,287,3351.2334,N,7757.8301,W,610
5/24/2021,18:00:37,289,3351.2334,N,7757.8306,W,606
5/24/2021,18:00:39,291,3351.2332,N,7757.8306,W,606
5/24/2021,18:00:41,293,3351.2332,N,7757.8306,W,605
5/24/2021,18:00:43,295,3351.2329,N,7757.8306,W,603
5/24/2021,18:00:45,297,3351.2329,N,7757.8311,W,601
